 V1002324  S.F.Mughabghab  2006  70-YB-169  --  RECOM 2.53E-02  NAN 2.30E+03 1.70E+02



70-Yb-169 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     3.60E+03 (+/-  3.00E+02)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 41637006   V.A.Anufriev+  1980  70-YB-170  --  DERIV 2.53E-02  NAN 3.60E+03 3.00E+02
 V1002326  S.F.Mughabghab  2006  70-YB-170  --  RECOM 2.53E-02  NAN 3.60E+03 3.00E+02



70-Yb-170 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     1.02E+01  (+/-  1.80E+00)
# EXFOR data mean
#     1.20E+01 (+/-  2.00E+00)
# EXFOR MXW/SPA data mean
#     2.40E+01 (+/-       NAN)
# ------ EXFOR data ------
  dataset     firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 20637020  R.Dobrozemsky+  1971  70-YB-171  --  -- 2.53E-02  NAN 1.20E+01 2.00E+00
# ------ MXW/SPA data ------
  dataset firstauthor  year        sf4  sf8 sf9       en  den    ydata  yddata
 12127021  W.H.Walker  1956  70-YB-171  SPA  -- 2.53E-02  NAN 2.40E+01     NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002328  S.F.Mughabghab  2006  70-YB-171  --  RECOM 2.53E-02  NAN 9.90E+00 1.80E+00



70-Yb-171 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     5.88E+01  (+/-  3.80E+00)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     6.10E+01 (+/-  5.50E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset     firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 20637022  R.Dobrozemsky+  1971  70-YB-172  MXW  -- 2.53E-02  NAN 5.80E+01 4.00E+00
 12127022      W.H.Walker  1956  70-YB-172  SPA  -- 2.53E-02  NAN 6.40E+01 7.00E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002331  S.F.Mughabghab  2006  70-YB-172  --  RECOM 2.53E-02  NAN 5.83E+01 3.80E+00



70-Yb-172 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     1.30E+00  (+/-  8.00E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     5.15E+00 (+/-  3.40E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset     firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 20637024  R.Dobrozemsky+  1971  70-YB-173  MXW  -- 2.53E-02  NAN 1.30E+00 8.00E-01
 12127023      W.H.Walker  1956  70-YB-173  SPA  -- 2.53E-02  NAN 9.00E+00 6.00E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002334  S.F.Mughabghab  2006  70-YB-173  --  RECOM 2.53E-02  NAN 1.30E+00 8.00E-01



70-Yb-173 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     1.55E+01 (+/-  1.50E+00)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     2.82E+01 (+/-  4.75E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset     firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 20637026  R.Dobrozemsky+  1971  70-YB-174  MXW  -- 2.53E-02  NAN 1.55E+01 1.50E+00
 12127024      W.H.Walker  1956  70-YB-174  SPA  -- 2.53E-02  NAN 4.10E+01 8.00E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002337  S.F.Mughabghab  2006  70-YB-174  --  RECOM 2.53E-02  NAN 1.55E+01 1.50E+00



70-Yb-174 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     6.32E+01  (+/-  1.50E+00)
# EXFOR data mean
#     8.59E+01 (+/-  4.43E+00)
# EXFOR MXW/SPA data mean
#     9.02E+01 (+/-  3.38E+00)
# ------ EXFOR data ------
  dataset        firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 10608015        G.H.E.Sims+  1970  70-YB-175  --  -- 2.53E-02  NAN 1.41E+02 2.00E+00
 23488077        F.De corte+  1988  70-YB-175  --  -- 2.53E-02  NAN 1.28E+02 7.68E+00
 23025002         M.Karadag+  2008  70-YB-175  --  -- 2.50E-02  NAN 1.26E+02 7.56E+00
 23260127  F.Farina arbocco+  2014  70-YB-175  --  -- 2.53E-02  NAN 6.30E+01 5.00E-01
 23260128  F.Farina arbocco+  2014  70-YB-175  --  -- 2.53E-02  NAN 6.33E+01      NAN
 23260128  F.Farina arbocco+  2014  70-YB-175  --  -- 2.53E-02  NAN 6.32E+01      NAN
 23260128  F.Farina arbocco+  2014  70-YB-175  --  -- 2.53E-02  NAN 6.29E+01      NAN
 23260128  F.Farina arbocco+  2014  70-YB-175  --  -- 2.53E-02  NAN 6.34E+01      NAN
 23260128  F.Farina arbocco+  2014  70-YB-175  --  -- 2.53E-02  NAN 6.22E+01      NAN
# ------ MXW/SPA data ------
  dataset     firstauthor  year          sf4  sf8 sf9       en  den    ydata   yddata
 10608014     G.H.E.Sims+  1970    70-YB-175  MXW  -- 2.53E-02  NAN 1.41E+02 2.00E+00
 20094006       J.Alstad+  1972    70-YB-175  MXW  -- 2.53E-02  NAN 4.00E+01 1.50E+00
 12127025      W.H.Walker  1956    70-YB-175  SPA  -- 2.53E-02  NAN 7.20E+01 6.00E+00
 12866168        R.E.Heft  1978    70-YB-175  SPA  -- 2.50E-02  NAN 1.08E+02 4.00E+00
 31003008  K.F.Alexander+  1963  70-YB-175-L  MXW  -- 2.53E-02  NAN 4.60E+01 4.00E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 31730003    N.Belouadah+  2014  70-YB-175  --  DERIV 2.53E-02  NAN 7.16E+01 2.72E+00
 V1002340  S.F.Mughabghab  2006  70-YB-175  --  RECOM 2.53E-02  NAN 6.32E+01 1.50E+00



70-Yb-176 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     2.85E+00  (+/-  5.00E-02)
# EXFOR data mean
#     2.90E+00 (+/-  5.83E-02)
# EXFOR MXW/SPA data mean
#     1.81E+00 (+/-  1.25E-01)
# ------ EXFOR data ------
  dataset        firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 23488078        F.De corte+  1988  70-YB-177  --  -- 2.53E-02  NAN 3.11E+00 4.66E-02
 23260129  F.Farina arbocco+  2014  70-YB-177  --  -- 2.53E-02  NAN 2.85E+00 7.00E-02
 23260130  F.Farina arbocco+  2014  70-YB-177  --  -- 2.53E-02  NAN 2.80E+00      NAN
 23260130  F.Farina arbocco+  2014  70-YB-177  --  -- 2.53E-02  NAN 2.89E+00      NAN
 23260130  F.Farina arbocco+  2014  70-YB-177  --  -- 2.53E-02  NAN 2.85E+00      NAN
 23260130  F.Farina arbocco+  2014  70-YB-177  --  -- 2.53E-02  NAN 2.90E+00      NAN
# ------ MXW/SPA data ------
  dataset firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 20094008   J.Alstad+  1972  70-YB-177  MXW  -- 2.53E-02  NAN 2.40E+00 2.00E-01
 12127026  W.H.Walker  1956  70-YB-177  SPA  -- 2.53E-02  NAN 0.00E+00      NAN
 12866170    R.E.Heft  1978  70-YB-177  SPA  -- 2.50E-02  NAN 3.02E+00 5.00E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002343  S.F.Mughabghab  2006  70-YB-177  --  RECOM 2.53E-02  NAN 2.85E+00 5.00E-02



71-Lu-0 (n,g)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset    firstauthor  year sf4 sf8 sf9       en      den    ydata   yddata
 20077012  E.Sokolowski+  1964  --  --  -- 2.53E-02      NAN 8.98E+01 4.50E+00
 14026003      T.E.Young  1970  --  --  -- 2.53E-02      NAN 6.50E+01 6.00E+00
 20437009       F.Widder  1975  --  --  -- 2.40E-02 4.82E-05 8.75E+01 2.23E+00
 20437009       F.Widder  1975  --  --  -- 2.45E-02 4.91E-05 8.52E+01 2.12E+00
 20437009       F.Widder  1975  --  --  -- 2.49E-02 5.00E-05 8.15E+01 1.98E+00
 20437009       F.Widder  1975  --  --  -- 2.54E-02 5.09E-05 8.46E+01 2.09E+00
 20437009       F.Widder  1975  --  --  -- 2.59E-02 5.18E-05 8.40E+01 2.08E+00
# ------ MXW/SPA data ------
  dataset  firstauthor  year sf4  sf8 sf9       en  den    ydata   yddata
 11047055  H.Pomerance  1951  --  MXW  -- 2.53E-02  NAN 1.08E+02 6.00E+00
 40362024   V.A.Konks+  1968  --  SDT  -- 2.50E-02  NAN 1.18E+02      NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year sf4 sf8    sf9       en  den    ydata   yddata
 30224023  R.L.Zimmerman+  1967  --  --  DERIV 2.53E-02  NAN 7.40E+01 3.00E+00
 22002014      L.Koester+  1986  --  --  DERIV 2.53E-02  NAN 7.40E+01 2.00E+00
 V1002346  S.F.Mughabghab  2006  --  --  RECOM 2.53E-02  NAN 7.49E+01 2.00E+00



71-Lu-173 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     3.43E+01 (+/-       NAN)   |          NAN  (+/-       NAN)
# no EXFOR data aaa


71-Lu-175 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     2.33E+01  (+/-  1.10E+00)
# EXFOR data mean
#     2.26E+01 (+/-  2.25E+00)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset  firstauthor  year          sf4 sf8 sf9       en      den    ydata   yddata
 21322004  A.H.Baston+  1960    71-LU-176  --  -- 2.53E-02      NAN 2.30E+01 3.00E+00
 14026005    T.E.Young  1970    71-LU-176  --  -- 2.53E-02      NAN 1.55E+01 4.00E+00
 20437010     F.Widder  1975    71-LU-176  --  -- 2.43E-02 4.88E-05 2.62E+01 1.08E+00
 20437010     F.Widder  1975    71-LU-176  --  -- 2.52E-02 5.06E-05 2.58E+01 9.37E-01
 20186003     A.Fabry+  1969  71-LU-176-M  --  -- 2.53E-02      NAN 1.64E+01 9.00E-01
 23488079  F.De corte+  1988  71-LU-176-M  --  -- 2.53E-02      NAN 1.67E+01 6.35E-01
# ------ MXW/SPA data ------
  dataset    firstauthor  year          sf4    sf8 sf9       en  den    ydata   yddata
 30771004     B.J.Allen+  1900  71-LU-176-M    MXW  -- 2.53E-02  NAN 1.64E+01 8.00E-01
 20625024  E.M.Gryntakis  1976  71-LU-176-M    MXW  -- 2.53E-02  NAN 1.51E+01 1.24E+00
 11447109       L.Seren+  1947  71-LU-176-M  MXW/A  -- 2.53E-02  NAN 1.63E+01 3.26E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4 sf8    sf9       en  den    ydata   yddata
 14410005        A.Ebran+  2019    71-LU-176  --  DERIV 2.43E-02  NAN 1.63E+01      NAN
 V1002348  S.F.Mughabghab  2006    71-LU-176  --  RECOM 2.53E-02  NAN 2.33E+01 1.10E+00
 V1002348  S.F.Mughabghab  2006  71-LU-176-G  --  RECOM 2.53E-02  NAN 6.60E+00 1.30E+00
 V1002348  S.F.Mughabghab  2006  71-LU-176-M  --  RECOM 2.53E-02  NAN 1.67E+01 4.00E-01



71-Lu-176 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     2.06E+03  (+/-  7.00E+01)
# EXFOR data mean
#     2.02E+03 (+/-  1.09E+02)
# EXFOR MXW/SPA data mean
#     4.55E+00 (+/-  1.40E+00)
# ------ EXFOR data ------
  dataset   firstauthor  year          sf4 sf8 sf9       en      den    ydata   yddata
 21322005   A.H.Baston+  1960    71-LU-177  --  -- 2.53E-02      NAN 2.10E+03 1.50E+02
 31756004     D.Albert+  1967    71-LU-177  --  -- 2.53E-02      NAN 2.01E+03 7.00E+01
 14026007     T.E.Young  1970    71-LU-177  --  -- 2.53E-02      NAN 2.13E+03 6.00E+01
 20437011      F.Widder  1975    71-LU-177  --  -- 2.41E-02 4.84E-05 2.35E+03 1.02E+02
 20437011      F.Widder  1975    71-LU-177  --  -- 2.46E-02 4.92E-05 2.34E+03 9.57E+01
 20437011      F.Widder  1975    71-LU-177  --  -- 2.50E-02 5.01E-05 2.32E+03 9.21E+01
 20437011      F.Widder  1975    71-LU-177  --  -- 2.55E-02 5.11E-05 2.31E+03 9.40E+01
 20437011      F.Widder  1975    71-LU-177  --  -- 2.59E-02 5.20E-05 2.30E+03 9.32E+01
 14244004       O.Roig+  2016    71-LU-177  --  -- 2.41E-02      NAN 1.83E+03 1.22E+02
 14244004       O.Roig+  2016    71-LU-177  --  -- 2.41E-02      NAN 1.84E+03 1.22E+02
 14244004       O.Roig+  2016    71-LU-177  --  -- 2.44E-02      NAN 1.83E+03 1.22E+02
 14244004       O.Roig+  2016    71-LU-177  --  -- 2.44E-02      NAN 1.91E+03 1.26E+02
 14244004       O.Roig+  2016    71-LU-177  --  -- 2.48E-02      NAN 1.85E+03 1.22E+02
 14244004       O.Roig+  2016    71-LU-177  --  -- 2.51E-02      NAN 1.89E+03 1.25E+02
 14244004       O.Roig+  2016    71-LU-177  --  -- 2.54E-02      NAN 1.80E+03 1.19E+02
 14244004       O.Roig+  2016    71-LU-177  --  -- 2.58E-02      NAN 1.79E+03 1.18E+02
 14244004       O.Roig+  2016    71-LU-177  --  -- 2.58E-02      NAN 1.80E+03 1.19E+02
 20096002  M.Jorgensen+  1962  71-LU-177-M  --  -- 2.53E-02      NAN 1.00E+00      NAN
# ------ MXW/SPA data ------
  dataset    firstauthor  year           sf4  sf8 sf9       en  den    ydata   yddata
 11447110       L.Seren+  1947   71-LU-177-G  MXW  -- 2.53E-02  NAN 3.64E+03 7.28E+02
 31818002      C.Heiser+  1965   71-LU-177-L  SPA  -- 2.53E-02  NAN 3.15E+02 6.00E+01
 12088002  D.R.Nethaway+  1967  71-LU-177-M1  MXW  -- 2.53E-02  NAN 7.00E+00 2.10E+00
 20625026  E.M.Gryntakis  1976  71-LU-177-M1  MXW  -- 2.53E-02  NAN 2.10E+00 7.00E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year           sf4 sf8    sf9       en  den    ydata   yddata
 14244009         O.Roig+  2016     71-LU-177  --  DERIV 2.53E-02  NAN 1.91E+03 1.49E+02
 V1002352  S.F.Mughabghab  2006     71-LU-177  --  RECOM 2.53E-02  NAN 2.02E+03 7.00E+01
 V1002352  S.F.Mughabghab  2006  71-LU-177-M1  --  RECOM 2.53E-02  NAN 2.80E+00 7.00E-01



71-Lu-177 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     8.80E+02 (+/-  7.50E+01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset firstauthor  year          sf4 sf8 sf9       en  den    ydata   yddata
 22915007   G.Belier+  2006  71-LU-178-M  --  -- 2.53E-02  NAN 8.80E+02 7.50E+01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4  sf8    sf9       en  den    ydata   yddata
 41011004  V.P.Vertebnyy+  1987  71-LU-178  MXW  DERIV 2.53E-02  NAN 1.00E+03 3.00E+02
 V1002356  S.F.Mughabghab  2006  71-LU-178   --  RECOM 2.53E-02  NAN 1.00E+03 3.00E+02



71-Lu-177-M (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     4.17E+02 (+/-  2.60E+01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset firstauthor  year          sf4 sf8 sf9       en  den    ydata   yddata
 22915006   G.Belier+  2006  71-LU-178-M  --  -- 2.53E-02  NAN 4.17E+02 2.60E+01
# ------ MXW/SPA data ------
  dataset firstauthor  year          sf4      sf8 sf9       en  den    ydata   yddata
 22915009   G.Belier+  2006  71-LU-178-M  MXW/FCT  -- 2.53E-02  NAN 3.69E+02 2.30E+01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002357  S.F.Mughabghab  2006  71-LU-178  --  RECOM 2.53E-02  NAN 3.18E+00 3.00E-01



72-Hf-0 (n,g)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset      firstauthor  year sf4 sf8 sf9       en      den    ydata   yddata
 21421003   P.A.Egelstaff+  1951  --  --  -- 2.53E-02      NAN 1.34E+02 8.00E+00
 20638054  R.B.Tattersall+  1960  --  --  -- 2.53E-02      NAN 1.34E+02 4.00E+01
 11028023     J.W.Meadows+  1961  --  --  -- 2.53E-02      NAN 1.01E+02 5.00E-01
 20658024       J.C.Carre+  1966  --  --  -- 2.53E-02      NAN 1.01E+02 5.00E-01
 22360024       M.C.Moxon+  1974  --  --  -- 2.53E-02      NAN 1.03E+02 8.70E-01
 22360027       M.C.Moxon+  1974  --  --  -- 2.50E-02 5.00E-03 1.04E+02      NAN
# ------ MXW/SPA data ------
  dataset  firstauthor  year sf4  sf8 sf9       en  den    ydata   yddata
 11047056  H.Pomerance  1951  --  MXW  -- 2.53E-02  NAN 1.02E+02 5.00E+00
 11528040  S.P.Harris+  1950  --  SPA  -- 2.53E-02  NAN 1.71E+02 8.55E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year sf4 sf8    sf9       en  den    ydata   yddata
 V1002358  S.F.Mughabghab  2006  --  --  RECOM 2.53E-02  NAN 1.04E+02 5.00E-01



72-Hf-174 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     5.49E+02  (+/-  7.00E+00)
# EXFOR data mean
#     9.09E+02 (+/-  2.05E+02)
# EXFOR MXW/SPA data mean
#     5.03E+02 (+/-  1.92E+02)
# ------ EXFOR data ------
  dataset        firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 22360013         M.C.Moxon+  1974  72-HF-175  --  -- 2.54E-02  NAN 2.34E+03 7.50E+02
 40464004      E.A.Pavlenko+  1975  72-HF-175  --  -- 2.52E-02  NAN 5.61E+02 5.50E+01
 23488080        F.De corte+  1988  72-HF-175  --  -- 2.53E-02  NAN 5.49E+02 9.88E+00
 23260131  F.Farina arbocco+  2014  72-HF-175  --  -- 2.53E-02  NAN 5.49E+02 6.00E+00
 23260132  F.Farina arbocco+  2014  72-HF-175  --  -- 2.53E-02  NAN 5.49E+02      NAN
# ------ MXW/SPA data ------
  dataset  firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 11507084  H.Pomerance  1952  72-HF-175  MXW  -- 2.53E-02  NAN 5.00E+02 5.00E+02
 11989004      L.Esch+  1961  72-HF-175  MXW  -- 2.53E-02  NAN 3.90E+02 5.50E+01
 12866174     R.E.Heft  1978  72-HF-175  SPA  -- 2.50E-02  NAN 6.20E+02 2.00E+01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002361  S.F.Mughabghab  2006  72-HF-175  --  RECOM 2.53E-02  NAN 5.49E+02 7.00E+00



72-Hf-176 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     2.35E+01  (+/-  3.10E+00)
# EXFOR data mean
#     1.25E+01 (+/-  4.10E+00)
# EXFOR MXW/SPA data mean
#     1.50E+01 (+/-  1.50E+01)
# ------ EXFOR data ------
  dataset    firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 22360014     M.C.Moxon+  1974  72-HF-177  --  -- 2.53E-02  NAN 1.37E+01 3.20E+00
 40464005  E.A.Pavlenko+  1975  72-HF-177  --  -- 2.52E-02  NAN 1.13E+01 5.00E+00
# ------ MXW/SPA data ------
  dataset  firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 11507085  H.Pomerance  1952  72-HF-177  MXW  -- 2.53E-02  NAN 1.50E+01 1.50E+01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002363  S.F.Mughabghab  2006  72-HF-177  --  RECOM 2.53E-02  NAN 2.35E+01 3.10E+00



72-Hf-177 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     3.74E+02  (+/-  8.00E+00)
# EXFOR data mean
#     2.47E+02 (+/-  8.10E+00)
# EXFOR MXW/SPA data mean
#     9.44E+01 (+/-  7.68E+00)
# ------ EXFOR data ------
  dataset    firstauthor  year           sf4 sf8 sf9       en  den    ydata   yddata
 22360016     M.C.Moxon+  1974     72-HF-178  --  -- 2.53E-02  NAN 3.66E+02 8.20E+00
 40464006  E.A.Pavlenko+  1975     72-HF-178  --  -- 2.52E-02  NAN 3.74E+02 8.00E+00
 41541002  S.A.Karamian+  2006  72-HF-178-M2  --  -- 2.53E-02  NAN 2.60E-06      NAN
# ------ MXW/SPA data ------
  dataset     firstauthor  year           sf4  sf8 sf9       en  den    ydata   yddata
 11507086     H.Pomerance  1952     72-HF-178  MXW  -- 2.53E-02  NAN 3.75E+02 3.00E+01
 31467002  K.F.Alexander+  1962  72-HF-178-M1  MXW  -- 2.53E-02  NAN 1.40E+00 6.00E-01
 21403009  A.Foglio para+  1967  72-HF-178-M1  MXW  -- 2.53E-02  NAN 1.00E+00 1.00E-01
 10354002     R.G.Helmer+  1973  72-HF-178-M2  MXW  -- 2.53E-02  NAN 2.00E-07 1.00E-07
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year           sf4 sf8    sf9       en  den    ydata   yddata
 V1002367  S.F.Mughabghab  2006     72-HF-178  --  RECOM 2.53E-02  NAN 3.75E+02 1.00E+01
 V1002367  S.F.Mughabghab  2006  72-HF-178-M1  --  RECOM 2.53E-02  NAN 9.60E-01 5.00E-02
 V1002367  S.F.Mughabghab  2006  72-HF-178-M2  --  RECOM 2.53E-02  NAN 2.00E-07 1.00E-07



72-Hf-178 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     8.33E+01  (+/-  4.00E+00)
# EXFOR data mean
#     7.97E+01 (+/-  2.35E+00)
# EXFOR MXW/SPA data mean
#     3.05E+01 (+/-  6.45E+00)
# ------ EXFOR data ------
  dataset    firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 22360018     M.C.Moxon+  1974  72-HF-179  --  -- 2.53E-02  NAN 7.74E+01 2.20E+00
 40464007  E.A.Pavlenko+  1975  72-HF-179  --  -- 2.52E-02  NAN 8.20E+01 2.50E+00
# ------ MXW/SPA data ------
  dataset         firstauthor  year           sf4  sf8 sf9       en  den    ydata   yddata
 11507087         H.Pomerance  1952     72-HF-179  MXW  -- 2.53E-02  NAN 7.20E+01 1.08E+01
 21403010      A.Foglio para+  1967   72-HF-179-M  MXW  -- 2.53E-02  NAN 5.30E+01 6.00E+00
 31467003      K.F.Alexander+  1962  72-HF-179-M1  MXW  -- 2.53E-02  NAN 5.00E+01 1.50E+01
 14562002           K.S.Krane  2019  72-HF-179-M2  MXW  -- 2.53E-02  NAN 6.00E-06 5.00E-06
 32249002  V.A.Zheltonozhsky+  2019  72-HF-179-M2  SPA  -- 2.53E-02  NAN 1.01E-04 8.00E-06
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4 sf8    sf9       en  den    ydata   yddata
 V1002371  S.F.Mughabghab  2006    72-HF-179  --  RECOM 2.53E-02  NAN 8.40E+01 4.00E+00
 V1002371  S.F.Mughabghab  2006  72-HF-179-M  --  RECOM 2.53E-02  NAN 5.30E+01 6.00E+00



72-Hf-178-M2 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     2.36E+02 (+/-       NAN)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     4.80E+01 (+/-  7.50E+00)
# EXFOR MXW/SPA data mean
#     4.60E+01 (+/-  5.00E+00)
# ------ EXFOR data ------
  dataset    firstauthor  year           sf4 sf8 sf9       en  den    ydata   yddata
 41541003  S.A.Karamian+  2006   72-HF-179-G  --  -- 2.53E-02  NAN 1.90E+02      NAN
 41175002   S.A.Karamyan  1994  72-HF-179-M2  --  -- 2.53E-02  NAN 5.10E+01 1.00E+01
 41541003  S.A.Karamian+  2006  72-HF-179-M2  --  -- 2.53E-02  NAN 4.50E+01 5.00E+00
# ------ MXW/SPA data ------
  dataset   firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 23511002  Ch.Briancon+  1993  72-HF-179  MXW  -- 2.53E-02  NAN 4.60E+01 5.00E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002375  S.F.Mughabghab  2006  72-HF-179  --   CALC 2.53E-02  NAN 4.40E+02      NAN
 V1002375  S.F.Mughabghab  2006  72-HF-179  --  RECOM 2.53E-02  NAN 4.60E+01 5.00E+00



72-Hf-179 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     4.10E+01  (+/-  3.00E+00)
# EXFOR data mean
#     3.86E+01 (+/-  2.12E+00)
# EXFOR MXW/SPA data mean
#     5.00E+01 (+/-  2.50E+01)
# ------ EXFOR data ------
  dataset        firstauthor  year          sf4 sf8 sf9       en  den    ydata   yddata
 22360020         M.C.Moxon+  1974    72-HF-180  --  -- 2.53E-02  NAN 3.86E+01 2.12E+00
 20610005         W.Mannhart  1975  72-HF-180-M  --  -- 2.53E-02  NAN 4.33E-01 2.40E-03
 23488081        F.De corte+  1988  72-HF-180-M  --  -- 2.53E-02  NAN 4.45E-01 5.34E-03
 41541004      S.A.Karamian+  2006  72-HF-180-M  --  -- 2.53E-02  NAN 4.40E-01 2.00E-02
 31602002     Van Do Nguyen+  2008  72-HF-180-M  --  -- 2.53E-02  NAN 4.24E-01 1.80E-02
 23260133  F.Farina arbocco+  2014  72-HF-180-M  --  -- 2.53E-02  NAN 4.30E-01 5.00E-03
 23260134  F.Farina arbocco+  2014  72-HF-180-M  --  -- 2.53E-02  NAN 4.37E-01      NAN
 23260134  F.Farina arbocco+  2014  72-HF-180-M  --  -- 2.53E-02  NAN 4.33E-01      NAN
 23260134  F.Farina arbocco+  2014  72-HF-180-M  --  -- 2.53E-02  NAN 4.28E-01      NAN
 23260134  F.Farina arbocco+  2014  72-HF-180-M  --  -- 2.53E-02  NAN 4.30E-01      NAN
